"","species","meters","location","species.fb"
"8955","Chromis insolata",61,"Roatan","Chromis insolata"
"8956","Chromis insolata",61,"Roatan","Chromis insolata"
"8957","Chromis insolata",61,"Roatan","Chromis insolata"
"8958","Chromis insolata",61,"Roatan","Chromis insolata"
"8959","Chromis insolata",61,"Roatan","Chromis insolata"
"8960","Chromis insolata",61,"Roatan","Chromis insolata"
"8961","Chromis insolata",61,"Roatan","Chromis insolata"
"8962","Chromis insolata",61,"Roatan","Chromis insolata"
"8963","Chromis insolata",61,"Roatan","Chromis insolata"
"8964","Chromis insolata",61,"Roatan","Chromis insolata"
"8965","Chromis insolata",61,"Roatan","Chromis insolata"
"8966","Chromis insolata",61,"Roatan","Chromis insolata"
"8967","Chromis insolata",61,"Roatan","Chromis insolata"
"8968","Chromis insolata",61,"Roatan","Chromis insolata"
"8969","Chromis insolata",61,"Roatan","Chromis insolata"
"8970","Chromis insolata",61,"Roatan","Chromis insolata"
"8971","Chromis insolata",61,"Roatan","Chromis insolata"
"8972","Chromis insolata",61,"Roatan","Chromis insolata"
"8973","Liopropoma mowbrayi",61,"Roatan","Liopropoma mowbrayi"
"8974","Liopropoma mowbrayi",61,"Roatan","Liopropoma mowbrayi"
"8975","Serranus tortugarum",61,"Roatan","Serranus tortugarum"
"8976","Prognathodes aculeatus",64,"Roatan","Prognathodes aculeatus"
"8977","Cephalopholis cruentata",64,"Roatan","Cephalopholis cruentata"
"8978","Cephalopholis cruentata",64,"Roatan","Cephalopholis cruentata"
"8979","Cephalopholis cruentata",64,"Roatan","Cephalopholis cruentata"
"8980","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8981","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8982","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8983","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8984","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8985","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8986","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8987","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8988","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8989","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8990","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8991","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8992","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8993","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8994","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8995","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8996","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8997","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8998","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"8999","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9000","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9001","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9002","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9003","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9004","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9005","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9006","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9007","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9008","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9009","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9010","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9011","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9012","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9013","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9014","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9015","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9016","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9017","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9018","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9019","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9020","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9021","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9022","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9023","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9024","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9025","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9026","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9027","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9028","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9029","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9030","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9031","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9032","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9033","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9034","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9035","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9036","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9037","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9038","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9039","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9040","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9041","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9042","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9043","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9044","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9045","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9046","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9047","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9048","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9049","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9050","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9051","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9052","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9053","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9054","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9055","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9056","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9057","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9058","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9059","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9060","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9061","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9062","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9063","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9064","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9065","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9066","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9067","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9068","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9069","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9070","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9071","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9072","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9073","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9074","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9075","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9076","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9077","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9078","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9079","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9080","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9081","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9082","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9083","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9084","Coryphopterus personatus",64,"Roatan","Coryphopterus personatus"
"9085","Gnatholepis thompsoni",64,"Roatan","Gnatholepis thompsoni"
"9086","Gnatholepis thompsoni",64,"Roatan","Gnatholepis thompsoni"
"9087","Gnatholepis thompsoni",64,"Roatan","Gnatholepis thompsoni"
"9088","Gnatholepis thompsoni",64,"Roatan","Gnatholepis thompsoni"
"9089","Gnatholepis thompsoni",64,"Roatan","Gnatholepis thompsoni"
"9090","Gramma melacara",64,"Roatan","Gramma melacara"
"9091","Gramma melacara",64,"Roatan","Gramma melacara"
"9092","Gramma melacara",64,"Roatan","Gramma melacara"
"9093","Gramma melacara",64,"Roatan","Gramma melacara"
"9094","Gramma melacara",64,"Roatan","Gramma melacara"
"9095","Gramma melacara",64,"Roatan","Gramma melacara"
"9096","Gramma melacara",64,"Roatan","Gramma melacara"
"9097","Gramma melacara",64,"Roatan","Gramma melacara"
"9098","Gramma melacara",64,"Roatan","Gramma melacara"
"9099","Gramma melacara",64,"Roatan","Gramma melacara"
"9100","Gramma melacara",64,"Roatan","Gramma melacara"
"9101","Gramma melacara",64,"Roatan","Gramma melacara"
"9102","Gramma melacara",64,"Roatan","Gramma melacara"
"9103","Gramma melacara",64,"Roatan","Gramma melacara"
"9104","Gramma melacara",64,"Roatan","Gramma melacara"
"9105","Gramma melacara",64,"Roatan","Gramma melacara"
"9106","Gramma melacara",64,"Roatan","Gramma melacara"
"9107","Lipogramma klayi",64,"Roatan","Lipogramma klayi"
"9108","Flammeo marianus",64,"Roatan","Neoniphon marianus"
"9109","Flammeo marianus",64,"Roatan","Neoniphon marianus"
"9110","Flammeo marianus",64,"Roatan","Neoniphon marianus"
"9111","Flammeo marianus",64,"Roatan","Neoniphon marianus"
"9112","Scarus taeniopterus",64,"Roatan","Scarus taeniopterus"
"9113","Chromis cyanea",64,"Roatan","Chromis cyanea"
"9114","Chromis insolata",64,"Roatan","Chromis insolata"
"9115","Chromis insolata",64,"Roatan","Chromis insolata"
"9116","Chromis insolata",64,"Roatan","Chromis insolata"
"9117","Chromis insolata",64,"Roatan","Chromis insolata"
"9118","Chromis insolata",64,"Roatan","Chromis insolata"
"9119","Chromis insolata",64,"Roatan","Chromis insolata"
"9120","Chromis insolata",64,"Roatan","Chromis insolata"
"9121","Chromis insolata",64,"Roatan","Chromis insolata"
"9122","Chromis insolata",64,"Roatan","Chromis insolata"
"9123","Chromis insolata",64,"Roatan","Chromis insolata"
"9124","Chromis insolata",64,"Roatan","Chromis insolata"
"9125","Chromis insolata",64,"Roatan","Chromis insolata"
"9126","Chromis insolata",64,"Roatan","Chromis insolata"
"9127","Chromis insolata",64,"Roatan","Chromis insolata"
"9128","Chromis insolata",64,"Roatan","Chromis insolata"
"9129","Chromis insolata",64,"Roatan","Chromis insolata"
"9130","Chromis insolata",64,"Roatan","Chromis insolata"
"9131","Chromis insolata",64,"Roatan","Chromis insolata"
"9132","Chromis insolata",64,"Roatan","Chromis insolata"
"9133","Chromis insolata",64,"Roatan","Chromis insolata"
"9134","Chromis insolata",64,"Roatan","Chromis insolata"
"9135","Chromis insolata",64,"Roatan","Chromis insolata"
"9136","Chromis insolata",64,"Roatan","Chromis insolata"
"9137","Chromis insolata",64,"Roatan","Chromis insolata"
"9138","Chromis insolata",64,"Roatan","Chromis insolata"
"9139","Chromis insolata",64,"Roatan","Chromis insolata"
"9140","Chromis insolata",64,"Roatan","Chromis insolata"
"9141","Chromis insolata",64,"Roatan","Chromis insolata"
"9142","Chromis insolata",64,"Roatan","Chromis insolata"
"9143","Chromis insolata",64,"Roatan","Chromis insolata"
"9144","Chromis insolata",64,"Roatan","Chromis insolata"
"9145","Chromis insolata",64,"Roatan","Chromis insolata"
"9146","Chromis insolata",64,"Roatan","Chromis insolata"
"9147","Chromis insolata",64,"Roatan","Chromis insolata"
"9148","Chromis insolata",64,"Roatan","Chromis insolata"
"9149","Chromis insolata",64,"Roatan","Chromis insolata"
"9150","Chromis insolata",64,"Roatan","Chromis insolata"
"9151","Chromis scotti",64,"Roatan","Chromis scotti"
"9152","Liopropoma mowbrayi",64,"Roatan","Liopropoma mowbrayi"
"9153","Liopropoma mowbrayi",64,"Roatan","Liopropoma mowbrayi"
"9154","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9155","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9156","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9157","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9158","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9159","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9160","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9161","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9162","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9163","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9164","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9165","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9166","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9167","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9168","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9169","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9170","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9171","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9172","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9173","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9174","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9175","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9176","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9177","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9178","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9179","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9180","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9181","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9182","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9183","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9184","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9185","Coryphopterus personatus",67,"Roatan","Coryphopterus personatus"
"9186","Gramma melacara",67,"Roatan","Gramma melacara"
"9187","Gramma melacara",67,"Roatan","Gramma melacara"
"9188","Gramma melacara",67,"Roatan","Gramma melacara"
"9189","Gramma melacara",67,"Roatan","Gramma melacara"
"9190","Gramma melacara",67,"Roatan","Gramma melacara"
"9191","Gramma melacara",67,"Roatan","Gramma melacara"
"9192","Gramma melacara",67,"Roatan","Gramma melacara"
"9193","Gramma melacara",67,"Roatan","Gramma melacara"
"9194","Gramma melacara",67,"Roatan","Gramma melacara"
"9195","Gramma melacara",67,"Roatan","Gramma melacara"
"9196","Gramma melacara",67,"Roatan","Gramma melacara"
"9197","Gramma melacara",67,"Roatan","Gramma melacara"
"9198","Gramma melacara",67,"Roatan","Gramma melacara"
"9199","Gramma melacara",67,"Roatan","Gramma melacara"
"9200","Gramma melacara",67,"Roatan","Gramma melacara"
"9201","Gramma melacara",67,"Roatan","Gramma melacara"
"9202","Gramma melacara",67,"Roatan","Gramma melacara"
"9203","Gramma melacara",67,"Roatan","Gramma melacara"
"9204","Gramma melacara",67,"Roatan","Gramma melacara"
"9205","Gramma melacara",67,"Roatan","Gramma melacara"
"9206","Gramma melacara",67,"Roatan","Gramma melacara"
"9207","Gramma melacara",67,"Roatan","Gramma melacara"
"9208","Gramma melacara",67,"Roatan","Gramma melacara"
"9209","Gramma melacara",67,"Roatan","Gramma melacara"
"9210","Gramma melacara",67,"Roatan","Gramma melacara"
"9211","Gramma melacara",67,"Roatan","Gramma melacara"
"9212","Lipogramma klayi",67,"Roatan","Lipogramma klayi"
"9213","Haemulon flavolineatum",67,"Roatan","Haemulon flavolineatum"
"9214","Flammeo marianus",67,"Roatan","Neoniphon marianus"
"9215","Flammeo marianus",67,"Roatan","Neoniphon marianus"
"9216","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9217","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9218","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9219","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9220","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9221","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9222","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9223","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9224","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9225","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9226","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9227","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9228","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9229","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9230","Clepticus parrae",67,"Roatan","Clepticus parrae"
"9231","Clepticus parrae",67,"Roatan","Clepticus parrae"
