"","species","dband","location","abundance","X","m","COEF","abu.corr"
"1682","Sphoeroides dorsalis",180,"St. Eustatius",1,113,"m",4.174566474,4.174566474
"1683","Sphoeroides dorsalis",200,"St. Eustatius",1,111,"m",3.862032086,3.862032086
"1684","Sphoeroides dorsalis",220,"St. Eustatius",1,109,"m",5.980952381,5.980952381
"1685","Sphoeroides dorsalis",230,"St. Eustatius",1,108,"m",2.26572549,2.26572549
"1686","Sphyraena barracuda",40,"Bonaire",1,21,"m",1.139215137,1.139215137
"1687","Sphyraena barracuda",40,"Roatan",1,57,"m",1.1125,1.1125
"1688","Sphyraena barracuda",50,"St. Eustatius",1,103,"m",15.20421053,15.20421053
"1689","Sphyraena barracuda",60,"Roatan",1,59,"m",1.893617021,1.893617021
"1690","Sphyraena barracuda",80,"St. Eustatius",1,100,"m",3.768327681,3.768327681
"1691","Sphyraena barracuda",90,"Roatan",2,62,"m",2.966666667,5.933333334
"1692","Sphyraena barracuda",100,"St. Eustatius",2,121,"m",1.546301253,3.092602506
"1693","Sphyraena barracuda",120,"St. Eustatius",1,119,"m",3.838426787,3.838426787
"1694","Sphyraena barracuda",160,"St. Eustatius",1,115,"m",4.342754059,4.342754059
"1695","Sphyraenops bairdianus",260,"Curacao",4,43,"m",2.855374707,11.421498828
"1696","Sphyraenops bairdianus",280,"Curacao",2,45,"m",3.295256757,6.590513514
"1697","Stegastes diencaeus",10,"Roatan",105,54,"m",2.225,233.625
"1698","Stegastes partitus",10,"Roatan",133,54,"m",2.225,295.925
"1699","Stegastes partitus",20,"Roatan",36,55,"m",1.934782609,69.652173924
"1700","Stegastes partitus",30,"Roatan",9,56,"m",1.034883721,9.313953489
"1701","Stegastes partitus",40,"Bonaire",25,21,"m",1.139215137,28.480378425
"1702","Stegastes partitus",40,"Curacao",19,48,"m",1.139215137,21.645087603
"1703","Stegastes partitus",40,"Roatan",32,57,"m",1.1125,35.6
"1704","Stegastes partitus",40,"St. Eustatius",44,104,"m",10.87650602,478.56626488
"1705","Stegastes partitus",50,"Bonaire",45,22,"m",0.999995899,44.999815455
"1706","Stegastes partitus",50,"Curacao",18,49,"m",0.999995899,17.999926182
"1707","Stegastes partitus",50,"Roatan",5,58,"m",1.390625,6.953125
"1708","Stegastes partitus",50,"St. Eustatius",210,103,"m",15.20421053,3192.8842113
"1709","Stegastes partitus",60,"Bonaire",23,23,"m",2.016114097,46.370624231
"1710","Stegastes partitus",60,"Curacao",5,50,"m",2.016114097,10.080570485
"1711","Stegastes partitus",60,"Roatan",1,59,"m",1.893617021,1.893617021
"1712","Stegastes partitus",70,"Bonaire",3,24,"m",2.085070543,6.255211629
"1713","Stegastes planifrons",10,"Roatan",183,54,"m",2.225,407.175
"1714","Stegastes planifrons",20,"Roatan",9,55,"m",1.934782609,17.413043481
"1715","Stegastes variabilis",10,"Roatan",2,54,"m",2.225,4.45
"1716","Stegastes variabilis",20,"Roatan",15,55,"m",1.934782609,29.021739135
"1717","Stegastes variabilis",30,"Roatan",7,56,"m",1.034883721,7.244186047
"1718","Stegastes viride",10,"Roatan",1,54,"m",2.225,2.225
"1719","Stegastes xanthurus",30,"Roatan",3,56,"m",1.034883721,3.104651163
"1720","Stegastes xanthurus",40,"Roatan",1,57,"m",1.1125,1.1125
"1721","Syacium gunteri",170,"Bonaire",1,8,"m",1.172632844,1.172632844
"1722","Symphysanodon berryi",120,"Curacao",1,29,"m",1.127104229,1.127104229
"1723","Symphysanodon berryi",150,"Curacao",1,32,"m",1.188927353,1.188927353
"1724","Symphysanodon berryi",160,"Curacao",5,33,"m",1.212877394,6.06438697
"1725","Symphysanodon berryi",180,"Curacao",3,35,"m",1.724533239,5.173599717
"1726","Symphysanodon berryi",190,"Curacao",5,36,"m",1.643187332,8.21593666
"1727","Symphysanodon berryi",200,"Curacao",7,37,"m",1.203301258,8.423108806
"1728","Symphysanodon berryi",200,"Roatan",5,73,"m",1.369230769,6.846153845
"1729","Symphysanodon berryi",210,"Curacao",10,38,"m",1.454078712,14.54078712
"1730","Symphysanodon berryi",220,"Curacao",14,39,"m",1.136560242,15.911843388
"1731","Symphysanodon berryi",220,"Roatan",1,75,"m",1.854166667,1.854166667
"1732","Symphysanodon berryi",230,"Curacao",20,40,"m",1.644295347,32.88590694
"1733","Symphysanodon berryi",230,"Roatan",1,76,"m",1.589285714,1.589285714
"1734","Symphysanodon berryi",230,"St. Eustatius",1,108,"m",2.26572549,2.26572549
"1735","Symphysanodon berryi",240,"Curacao",14,41,"m",2.350351807,32.904925298
"1736","Symphysanodon berryi",250,"Curacao",14,42,"m",3.051927409,42.726983726
"1737","Symphysanodon berryi",250,"Roatan",13,78,"m",1.034883721,13.453488373
"1738","Symphysanodon berryi",260,"Curacao",4,43,"m",2.855374707,11.421498828
"1739","Symphysanodon berryi",260,"Roatan",20,79,"m",1.126582278,22.53164556
"1740","Symphysanodon berryi",270,"Curacao",3,44,"m",3.382094313,10.146282939
"1741","Symphysanodon berryi",270,"Roatan",1,80,"m",1,1
"1742","Symphysanodon berryi",270,"St. Eustatius",1,105,"m",18.23737374,18.23737374
"1743","Symphysanodon berryi",280,"Curacao",2,45,"m",3.295256757,6.590513514
"1744","Symphysanodon berryi",280,"Roatan",1,81,"m",2.022727273,2.022727273
"1745","Symphysanodon berryi",290,"Curacao",14,46,"m",4.077742475,57.08839465
"1746","Symphysanodon berryi",290,"Roatan",2,82,"m",1.308823529,2.617647058
"1747","Symphysanodon berryi",300,"Roatan",1,83,"m",2.617647059,2.617647059
"1748","Symphysanodon octoactinus",140,"Curacao",1,31,"m",1.365335946,1.365335946
"1749","Symphysanodon octoactinus",150,"Bonaire",6,6,"m",1.188927353,7.133564118
"1750","Symphysanodon octoactinus",150,"Curacao",10,32,"m",1.188927353,11.88927353
"1751","Symphysanodon octoactinus",160,"Bonaire",8,7,"m",1.212877394,9.703019152
"1752","Symphysanodon octoactinus",160,"Curacao",33,33,"m",1.212877394,40.024954002
"1753","Symphysanodon octoactinus",160,"Roatan",4,69,"m",1.618181818,6.472727272
"1754","Symphysanodon octoactinus",170,"Curacao",43,34,"m",1.172632844,50.423212292
"1755","Symphysanodon octoactinus",170,"Roatan",15,70,"m",1.022988506,15.34482759
"1756","Symphysanodon octoactinus",180,"Curacao",21,35,"m",1.724533239,36.215198019
"1757","Symphysanodon octoactinus",180,"Roatan",26,71,"m",2.870967742,74.645161292
"1758","Symphysanodon octoactinus",190,"Curacao",7,36,"m",1.643187332,11.502311324
"1759","Symphysanodon octoactinus",190,"Roatan",7,72,"m",1.934782609,13.543478263
"1760","Symphysanodon octoactinus",200,"Curacao",6,37,"m",1.203301258,7.219807548
"1761","Symphysanodon octoactinus",200,"Roatan",22,73,"m",1.369230769,30.123076918
"1762","Symphysanodon octoactinus",210,"Curacao",4,38,"m",1.454078712,5.816314848
"1763","Symphysanodon octoactinus",210,"Roatan",20,74,"m",2.119047619,42.38095238
"1764","Symphysanodon octoactinus",210,"St. Eustatius",1,110,"m",2.498961938,2.498961938
"1765","Symphysanodon octoactinus",220,"Curacao",15,39,"m",1.136560242,17.04840363
"1766","Symphysanodon octoactinus",220,"Roatan",4,75,"m",1.854166667,7.416666668
"1767","Symphysanodon octoactinus",230,"Curacao",11,40,"m",1.644295347,18.087248817
"1768","Symphysanodon octoactinus",230,"Roatan",10,76,"m",1.589285714,15.89285714
"1769","Symphysanodon octoactinus",240,"Roatan",3,77,"m",1.711538462,5.134615386
"1770","Symphysanodon octoactinus",250,"Curacao",2,42,"m",3.051927409,6.103854818
"1771","Symphysanodon octoactinus",250,"Roatan",1,78,"m",1.034883721,1.034883721
"1772","Symphysanodon octoactinus",260,"Roatan",1,79,"m",1.126582278,1.126582278
"1773","Symphysanodon octoactinus",270,"Roatan",1,80,"m",1,1
"1774","Symphysanodon octoactinus",290,"Roatan",1,82,"m",1.308823529,1.308823529
"1775","Symphysanodon octoactinus",450,"Roatan",1,95,"m",5.933333333,5.933333333
"1776","Synagrops bellus",180,"Bonaire",1,9,"m",1.724533239,1.724533239
"1777","Synagrops bellus",200,"Roatan",3,73,"m",1.369230769,4.107692307
"1778","Synagrops bellus",240,"Roatan",1,77,"m",1.711538462,1.711538462
"1779","Synagrops bellus",250,"Roatan",3,78,"m",1.034883721,3.104651163
"1780","Synagrops bellus",290,"Roatan",1,82,"m",1.308823529,1.308823529
"1781","Synagrops egretta",210,"Bonaire",1,12,"m",1.454078712,1.454078712
"1782","Thalassoma bifasciatum",10,"Roatan",215,54,"m",2.225,478.375
"1783","Thalassoma bifasciatum",20,"Roatan",2,55,"m",1.934782609,3.869565218
"1784","Thalassoma bifasciatum",30,"Roatan",1,56,"m",1.034883721,1.034883721
"1785","Thalassoma bifasciatum",40,"Roatan",1,57,"m",1.1125,1.1125
"1786","Thalassoma bifasciatum",40,"St. Eustatius",2,104,"m",10.87650602,21.75301204
"1787","Thalassoma bifasciatum",70,"Roatan",1,60,"m",2.656716418,2.656716418
"1788","Trachinotus goodei",40,"Roatan",3,57,"m",1.1125,3.3375
"1789","Varicus adamsi",240,"Roatan",1,77,"m",1.711538462,1.711538462
"1790","Varicus cephalocellatus",130,"Bonaire",2,4,"m",1.303308391,2.606616782
"1791","Varicus cephalocellatus",180,"St. Eustatius",1,113,"m",4.174566474,4.174566474
"1792","Varicus decorum",90,"Curacao",1,53,"m",1.187769118,1.187769118
"1793","Varicus decorum",140,"Bonaire",1,5,"m",1.365335946,1.365335946
"1794","Varicus decorum",160,"Bonaire",8,7,"m",1.212877394,9.703019152
"1795","Varicus decorum",160,"Curacao",1,33,"m",1.212877394,1.212877394
"1796","Varicus decorum",220,"Curacao",1,39,"m",1.136560242,1.136560242
"1797","Varicus veliguttatus",150,"Curacao",1,32,"m",1.188927353,1.188927353
"1798","Varicus veliguttatus",180,"Curacao",1,35,"m",1.724533239,1.724533239
"1799","Varicus veliguttatus",190,"Curacao",1,36,"m",1.643187332,1.643187332
"1800","Varicus veliguttatus",190,"Roatan",1,72,"m",1.934782609,1.934782609
"1801","Varicus veliguttatus",200,"Roatan",1,73,"m",1.369230769,1.369230769
"1802","Varicus veliguttatus",220,"Curacao",1,39,"m",1.136560242,1.136560242
"1803","Varicus veliguttatus",220,"Roatan",4,75,"m",1.854166667,7.416666668
"1804","Varicus veliguttatus",230,"Roatan",1,76,"m",1.589285714,1.589285714
"1805","Varicus veliguttatus",230,"St. Eustatius",2,108,"m",2.26572549,4.53145098
"1806","Varicus veliguttatus",240,"Roatan",1,77,"m",1.711538462,1.711538462
"1807","Varicus veliguttatus",260,"Roatan",1,79,"m",1.126582278,1.126582278
"1808","Varicus veliguttatus",270,"Roatan",1,80,"m",1,1
"1809","Verilus sordidus",240,"Roatan",1,77,"m",1.711538462,1.711538462
"1810","Verilus sordidus",390,"Roatan",1,89,"m",8.090909091,8.090909091
"1811","Vomerogobius flavus",70,"Roatan",2,60,"m",2.656716418,5.313432836
"1812","Vomerogobius flavus",90,"Roatan",1,62,"m",2.966666667,2.966666667
"1813","Xanthichthys ringens",40,"Bonaire",1,21,"m",1.139215137,1.139215137
"1814","Xanthichthys ringens",40,"Curacao",2,48,"m",1.139215137,2.278430274
"1815","Xanthichthys ringens",50,"Bonaire",7,22,"m",0.999995899,6.999971293
"1816","Xanthichthys ringens",50,"Curacao",4,49,"m",0.999995899,3.999983596
"1817","Xanthichthys ringens",60,"Bonaire",12,23,"m",2.016114097,24.193369164
"1818","Xanthichthys ringens",60,"Curacao",7,50,"m",2.016114097,14.112798679
"1819","Xanthichthys ringens",70,"Bonaire",5,24,"m",2.085070543,10.425352715
"1820","Xanthichthys ringens",70,"Curacao",1,51,"m",2.085070543,2.085070543
"1821","Xanthichthys ringens",70,"St. Eustatius",1,101,"m",5.971062422,5.971062422
"1822","Xanthichthys ringens",80,"Curacao",1,52,"m",1.181725224,1.181725224
"1823","Xanthichthys ringens",80,"St. Eustatius",5,100,"m",3.768327681,18.841638405
"1824","Xanthichthys ringens",90,"St. Eustatius",5,99,"m",1,5
"1825","Xanthichthys ringens",100,"Bonaire",1,1,"m",1.379236425,1.379236425
"1826","Xanthichthys ringens",100,"St. Eustatius",4,121,"m",1.546301253,6.185205012
"1827","Xanthichthys ringens",150,"St. Eustatius",1,116,"m",3.366899767,3.366899767
"1828","Zalieutes mcgintyi",200,"St. Eustatius",1,111,"m",3.862032086,3.862032086
