,species,dband,location,abundance,m,COEF,abu.corr,species.fb
1479,Ptereleotris helenae,80,Bonaire,13,m,1.181725224,15.36242791,Ptereleotris helenae
1480,Ptereleotris helenae,80,Curacao,10,m,1.181725224,11.81725224,Ptereleotris helenae
1481,Ptereleotris helenae,80,Roatan,1,m,2.472222222,2.472222222,Ptereleotris helenae
1482,Ptereleotris helenae,80,St. Eustatius,19,m,3.768327681,71.59822594,Ptereleotris helenae
1483,Ptereleotris helenae,90,Bonaire,4,m,1.187769118,4.751076472,Ptereleotris helenae
1484,Ptereleotris helenae,90,Curacao,1,m,1.187769118,1.187769118,Ptereleotris helenae
1485,Ptereleotris helenae,90,St. Eustatius,33,m,1,33,Ptereleotris helenae
1486,Ptereleotris helenae,100,Bonaire,7,m,1.379236425,9.654654975,Ptereleotris helenae
1487,Ptereleotris helenae,100,Curacao,1,m,1.379236425,1.379236425,Ptereleotris helenae
1488,Ptereleotris helenae,100,St. Eustatius,22,m,1.546301253,34.01862757,Ptereleotris helenae
1489,Ptereleotris helenae,110,Bonaire,19,m,1.161185714,22.06252857,Ptereleotris helenae
1490,Ptereleotris helenae,120,Curacao,2,m,1.127104229,2.254208458,Ptereleotris helenae
1491,Ptereleotris helenae,130,St. Eustatius,1,m,3.42437174,3.42437174,Ptereleotris helenae
1492,Ptereleotris helenae,140,Roatan,2,m,1.893617021,3.787234042,Ptereleotris helenae
1493,Ptereleotris helenae,180,St. Eustatius,1,m,4.174566474,4.174566474,Ptereleotris helenae
1494,Pterois volitans,30,Roatan,1,m,1.034883721,1.034883721,Pterois volitans
1495,Pterois volitans,60,Roatan,1,m,1.893617021,1.893617021,Pterois volitans
1496,Pterois volitans,70,Roatan,4,m,2.656716418,10.62686567,Pterois volitans
1497,Pterois volitans,80,Roatan,4,m,2.472222222,9.888888888,Pterois volitans
1498,Pterois volitans,90,Roatan,21,m,2.966666667,62.30000001,Pterois volitans
1499,Pterois volitans,100,Roatan,1,m,1.483333333,1.483333333,Pterois volitans
1500,Pterois volitans,110,Roatan,2,m,1.934782609,3.869565218,Pterois volitans
1501,Pterois volitans,120,Roatan,1,m,2.170731707,2.170731707,Pterois volitans
1502,Pterois volitans,140,Roatan,4,m,1.893617021,7.574468084,Pterois volitans
1503,Pterois volitans,150,Roatan,3,m,2.022727273,6.068181819,Pterois volitans
1504,Pterois volitans,170,Roatan,1,m,1.022988506,1.022988506,Pterois volitans
1505,Pterois volitans,200,Roatan,2,m,1.369230769,2.738461538,Pterois volitans
1506,Pterois volitans,210,Roatan,1,m,2.119047619,2.119047619,Pterois volitans
1507,Rypticus maculatus,80,Bonaire,1,m,1.181725224,1.181725224,Rypticus maculatus
1508,Rypticus saponaceous,60,Bonaire,1,m,2.016114097,2.016114097,Rypticus saponaceus
1509,Rypticus saponaceous,90,Bonaire,1,m,1.187769118,1.187769118,Rypticus saponaceus
1510,Rypticus saponaceous,100,Bonaire,2,m,1.379236425,2.75847285,Rypticus saponaceus
1511,Rypticus saponaceous,110,Bonaire,3,m,1.161185714,3.483557142,Rypticus saponaceus
1512,Rypticus saponaceous,130,Bonaire,2,m,1.303308391,2.606616782,Rypticus saponaceus
1513,Rypticus saponaceous,140,Bonaire,1,m,1.365335946,1.365335946,Rypticus saponaceus
1514,Rypticus saponaceus,80,St. Eustatius,1,m,3.768327681,3.768327681,Rypticus saponaceus
1515,Rypticus saponaceus,110,Roatan,1,m,1.934782609,1.934782609,Rypticus saponaceus
1516,Rypticus saponaceus,110,St. Eustatius,1,m,1.300675371,1.300675371,Rypticus saponaceus
1517,Rypticus saponaceus,200,St. Eustatius,1,m,3.862032086,3.862032086,Rypticus saponaceus
1518,Rypticus saponaceus,210,St. Eustatius,1,m,2.498961938,2.498961938,Rypticus saponaceus
1519,Sargocentron bullisi,110,Bonaire,2,m,1.161185714,2.322371428,Sargocentron bullisi
1520,Sargocentron bullisi,120,Bonaire,1,m,1.127104229,1.127104229,Sargocentron bullisi
1521,Sargocentron poco,180,Roatan,1,m,2.870967742,2.870967742,Sargocentron poco
1522,Scarus iseri,10,Roatan,66,m,2.225,146.85,Scarus iseri
1523,Scarus iseri,20,Roatan,15,m,1.934782609,29.02173914,Scarus iseri
1524,Scarus iseri,30,Roatan,9,m,1.034883721,9.313953489,Scarus iseri
1525,Scarus iseri,40,Roatan,3,m,1.1125,3.3375,Scarus iseri
1526,Scarus taeniopterus,10,Roatan,17,m,2.225,37.825,Scarus taeniopterus
1527,Scarus taeniopterus,20,Roatan,40,m,1.934782609,77.39130436,Scarus taeniopterus
1528,Scarus taeniopterus,30,Roatan,20,m,1.034883721,20.69767442,Scarus taeniopterus
1529,Scarus taeniopterus,40,Bonaire,5,m,1.139215137,5.696075685,Scarus taeniopterus
1530,Scarus taeniopterus,40,Roatan,30,m,1.1125,33.375,Scarus taeniopterus
1531,Scarus taeniopterus,40,St. Eustatius,16,m,10.87650602,174.0240963,Scarus taeniopterus
1532,Scarus taeniopterus,50,Bonaire,5,m,0.999995899,4.999979495,Scarus taeniopterus
1533,Scarus taeniopterus,50,Roatan,20,m,1.390625,27.8125,Scarus taeniopterus
1534,Scarus taeniopterus,50,St. Eustatius,3,m,15.20421053,45.61263159,Scarus taeniopterus
1535,Scarus taeniopterus,60,Bonaire,3,m,2.016114097,6.048342291,Scarus taeniopterus
1536,Scarus taeniopterus,60,Roatan,23,m,1.893617021,43.55319148,Scarus taeniopterus
1537,Scarus taeniopterus,60,St. Eustatius,3,m,6.826086957,20.47826087,Scarus taeniopterus
1538,Scarus taeniopterus,70,Roatan,6,m,2.656716418,15.94029851,Scarus taeniopterus
1539,Scarus taeniopterus,80,Roatan,2,m,2.472222222,4.944444444,Scarus taeniopterus
1540,Scarus taeniopterus,80,St. Eustatius,13,m,3.768327681,48.98825985,Scarus taeniopterus
1541,Scarus taeniopterus,90,Roatan,1,m,2.966666667,2.966666667,Scarus taeniopterus
1542,Scarus taeniopterus,90,St. Eustatius,3,m,1,3,Scarus taeniopterus
1543,Scarus vetula,20,Roatan,1,m,1.934782609,1.934782609,Scarus vetula
1544,Scarus vetula,60,Bonaire,1,m,2.016114097,2.016114097,Scarus vetula
1545,Scarus viride,50,Roatan,1,m,1.390625,1.390625,Sparisoma viride
1546,Scorpaena brasiliensis,200,Bonaire,1,m,1.203301258,1.203301258,Scorpaena brasiliensis
1547,Scorpaenodes barrybrowni,140,Bonaire,1,m,1.365335946,1.365335946,Scorpaenodes barrybrowni
1548,Scorpaenodes barrybrowni,150,Bonaire,1,m,1.188927353,1.188927353,Scorpaenodes barrybrowni
1549,Scorpaenodes caribbaeus,190,St. Eustatius,1,m,3.571711177,3.571711177,Scorpaenodes caribbaeus
1550,Scorpaenodes caribbaeus,200,St. Eustatius,1,m,3.862032086,3.862032086,Scorpaenodes caribbaeus
1551,Scorpaenodes caribbaeus,220,St. Eustatius,2,m,5.980952381,11.96190476,Scorpaenodes caribbaeus
1552,Seriola dumerili,230,Roatan,1,m,1.589285714,1.589285714,Seriola dumerili
1553,Seriola rivoliana,70,St. Eustatius,1,m,5.971062422,5.971062422,Seriola rivoliana
1554,Seriola rivoliana,160,St. Eustatius,2,m,4.342754059,8.685508118,Seriola rivoliana
1555,Serranus annularis,90,St. Eustatius,1,m,1,1,Serranus annularis
1556,Serranus annularis,100,St. Eustatius,1,m,1.546301253,1.546301253,Serranus annularis
1557,Serranus atrobranchus,140,Bonaire,1,m,1.365335946,1.365335946,Serranus atrobranchus
1558,Serranus chionaraia,30,Roatan,1,m,1.034883721,1.034883721,Serranus chionaraia
1559,Serranus chionaraia,70,Bonaire,5,m,2.085070543,10.42535272,Serranus chionaraia
1560,Serranus chionaraia,80,Bonaire,2,m,1.181725224,2.363450448,Serranus chionaraia
1561,Serranus chionaraia,90,Bonaire,1,m,1.187769118,1.187769118,Serranus chionaraia
1562,Serranus luciopercanus,60,Curacao,1,m,2.016114097,2.016114097,Serranus luciopercanus
1563,Serranus luciopercanus,70,Curacao,7,m,2.085070543,14.5954938,Serranus luciopercanus
1564,Serranus luciopercanus,70,Roatan,2,m,2.656716418,5.313432836,Serranus luciopercanus
1565,Serranus luciopercanus,80,Bonaire,1,m,1.181725224,1.181725224,Serranus luciopercanus
1566,Serranus luciopercanus,80,Curacao,1,m,1.181725224,1.181725224,Serranus luciopercanus
1567,Serranus luciopercanus,80,Roatan,2,m,2.472222222,4.944444444,Serranus luciopercanus
1568,Serranus luciopercanus,90,Bonaire,6,m,1.187769118,7.126614708,Serranus luciopercanus
1569,Serranus luciopercanus,90,Curacao,20,m,1.187769118,23.75538236,Serranus luciopercanus
1570,Serranus luciopercanus,90,Roatan,8,m,2.966666667,23.73333334,Serranus luciopercanus
1571,Serranus luciopercanus,90,St. Eustatius,1,m,1,1,Serranus luciopercanus
1572,Serranus luciopercanus,100,Bonaire,1,m,1.379236425,1.379236425,Serranus luciopercanus
1573,Serranus luciopercanus,100,Curacao,18,m,1.379236425,24.82625565,Serranus luciopercanus
1574,Serranus luciopercanus,100,St. Eustatius,2,m,1.546301253,3.092602506,Serranus luciopercanus
1575,Serranus luciopercanus,110,Bonaire,2,m,1.161185714,2.322371428,Serranus luciopercanus
1576,Serranus luciopercanus,110,Curacao,15,m,1.161185714,17.41778571,Serranus luciopercanus
1577,Serranus luciopercanus,110,Roatan,3,m,1.934782609,5.804347827,Serranus luciopercanus
1578,Serranus luciopercanus,110,St. Eustatius,12,m,1.300675371,15.60810445,Serranus luciopercanus
1579,Serranus luciopercanus,120,Bonaire,1,m,1.127104229,1.127104229,Serranus luciopercanus
1580,Serranus luciopercanus,120,Curacao,7,m,1.127104229,7.889729603,Serranus luciopercanus
1581,Serranus luciopercanus,120,Roatan,2,m,2.170731707,4.341463414,Serranus luciopercanus
1582,Serranus luciopercanus,120,St. Eustatius,3,m,3.838426787,11.51528036,Serranus luciopercanus
1583,Serranus luciopercanus,130,Roatan,3,m,2.542857143,7.628571429,Serranus luciopercanus
1584,Serranus luciopercanus,130,St. Eustatius,2,m,3.42437174,6.84874348,Serranus luciopercanus
1585,Serranus luciopercanus,140,Roatan,3,m,1.893617021,5.680851063,Serranus luciopercanus
1586,Serranus luciopercanus,140,St. Eustatius,2,m,5.143874644,10.28774929,Serranus luciopercanus
1587,Serranus luciopercanus,150,St. Eustatius,1,m,3.366899767,3.366899767,Serranus luciopercanus
1588,Serranus notospilus,100,Bonaire,2,m,1.379236425,2.75847285,Serranus notospilus
1589,Serranus notospilus,100,Curacao,2,m,1.379236425,2.75847285,Serranus notospilus
1590,Serranus notospilus,110,Bonaire,1,m,1.161185714,1.161185714,Serranus notospilus
1591,Serranus notospilus,110,St. Eustatius,1,m,1.300675371,1.300675371,Serranus notospilus
1592,Serranus notospilus,120,Bonaire,3,m,1.127104229,3.381312687,Serranus notospilus
1593,Serranus notospilus,130,Bonaire,5,m,1.303308391,6.516541955,Serranus notospilus
1594,Serranus notospilus,130,Curacao,2,m,1.303308391,2.606616782,Serranus notospilus
1595,Serranus notospilus,130,St. Eustatius,1,m,3.42437174,3.42437174,Serranus notospilus
1596,Serranus notospilus,140,Bonaire,13,m,1.365335946,17.7493673,Serranus notospilus
1597,Serranus notospilus,140,Curacao,8,m,1.365335946,10.92268757,Serranus notospilus
1598,Serranus notospilus,140,St. Eustatius,1,m,5.143874644,5.143874644,Serranus notospilus
1599,Serranus notospilus,150,Bonaire,7,m,1.188927353,8.322491471,Serranus notospilus
1600,Serranus notospilus,150,Curacao,7,m,1.188927353,8.322491471,Serranus notospilus
1601,Serranus notospilus,160,Bonaire,6,m,1.212877394,7.277264364,Serranus notospilus
1602,Serranus notospilus,160,Curacao,6,m,1.212877394,7.277264364,Serranus notospilus
1603,Serranus notospilus,170,Bonaire,8,m,1.172632844,9.381062752,Serranus notospilus
1604,Serranus notospilus,170,Curacao,4,m,1.172632844,4.690531376,Serranus notospilus
1605,Serranus notospilus,180,Bonaire,1,m,1.724533239,1.724533239,Serranus notospilus
1606,Serranus notospilus,180,Curacao,10,m,1.724533239,17.24533239,Serranus notospilus
1607,Serranus notospilus,180,St. Eustatius,4,m,4.174566474,16.6982659,Serranus notospilus
1608,Serranus notospilus,190,Curacao,15,m,1.643187332,24.64780998,Serranus notospilus
1609,Serranus notospilus,190,St. Eustatius,1,m,3.571711177,3.571711177,Serranus notospilus
1610,Serranus notospilus,200,Bonaire,1,m,1.203301258,1.203301258,Serranus notospilus
1611,Serranus notospilus,200,Curacao,20,m,1.203301258,24.06602516,Serranus notospilus
1612,Serranus notospilus,210,Bonaire,2,m,1.454078712,2.908157424,Serranus notospilus
1613,Serranus notospilus,210,Curacao,7,m,1.454078712,10.17855098,Serranus notospilus
1614,Serranus notospilus,220,Curacao,12,m,1.136560242,13.6387229,Serranus notospilus
1615,Serranus notospilus,220,St. Eustatius,1,m,5.980952381,5.980952381,Serranus notospilus
1616,Serranus notospilus,230,Curacao,8,m,1.644295347,13.15436278,Serranus notospilus
1617,Serranus phoebe,70,Bonaire,1,m,2.085070543,2.085070543,Serranus phoebe
1618,Serranus phoebe,80,Bonaire,8,m,1.181725224,9.453801792,Serranus phoebe
1619,Serranus phoebe,80,Curacao,2,m,1.181725224,2.363450448,Serranus phoebe
1620,Serranus phoebe,90,Bonaire,4,m,1.187769118,4.751076472,Serranus phoebe
1621,Serranus phoebe,100,Bonaire,4,m,1.379236425,5.5169457,Serranus phoebe
1622,Serranus phoebe,100,Curacao,1,m,1.379236425,1.379236425,Serranus phoebe
1623,Serranus phoebe,110,Bonaire,11,m,1.161185714,12.77304285,Serranus phoebe
1624,Serranus phoebe,120,Bonaire,12,m,1.127104229,13.52525075,Serranus phoebe
1625,Serranus phoebe,120,Curacao,3,m,1.127104229,3.381312687,Serranus phoebe
1626,Serranus phoebe,130,Bonaire,30,m,1.303308391,39.09925173,Serranus phoebe
1627,Serranus phoebe,130,Curacao,4,m,1.303308391,5.213233564,Serranus phoebe
1628,Serranus phoebe,140,Bonaire,15,m,1.365335946,20.48003919,Serranus phoebe
1629,Serranus phoebe,140,Curacao,8,m,1.365335946,10.92268757,Serranus phoebe
1630,Serranus phoebe,150,Bonaire,5,m,1.188927353,5.944636765,Serranus phoebe
1631,Serranus phoebe,160,Bonaire,4,m,1.212877394,4.851509576,Serranus phoebe
1632,Serranus phoebe,160,Curacao,2,m,1.212877394,2.425754788,Serranus phoebe
1633,Serranus phoebe,170,Bonaire,5,m,1.172632844,5.86316422,Serranus phoebe
1634,Serranus phoebe,170,Curacao,4,m,1.172632844,4.690531376,Serranus phoebe
1635,Serranus phoebe,170,St. Eustatius,2,m,3.76734481,7.53468962,Serranus phoebe
1636,Serranus phoebe,180,Bonaire,3,m,1.724533239,5.173599717,Serranus phoebe
1637,Serranus phoebe,180,Curacao,1,m,1.724533239,1.724533239,Serranus phoebe
1638,Serranus phoebe,180,St. Eustatius,7,m,4.174566474,29.22196532,Serranus phoebe
1639,Serranus phoebe,200,St. Eustatius,2,m,3.862032086,7.724064172,Serranus phoebe
1640,Serranus tabacarius,40,St. Eustatius,1,m,10.87650602,10.87650602,Serranus tabacarius
1641,Serranus tabacarius,50,Bonaire,1,m,0.999995899,0.999995899,Serranus tabacarius
1642,Serranus tabacarius,50,St. Eustatius,1,m,15.20421053,15.20421053,Serranus tabacarius
1643,Serranus tabacarius,60,Bonaire,1,m,2.016114097,2.016114097,Serranus tabacarius
1644,Serranus tabacarius,90,St. Eustatius,2,m,1,2,Serranus tabacarius
1645,Serranus tabacarius,40,Roatan,1,m,1.1125,1.1125,Serranus tabacarius
1646,Serranus tigrinus,50,Bonaire,1,m,0.999995899,0.999995899,Serranus tigrinus
1647,Serranus tortugarum,40,Roatan,8,m,1.1125,8.9,Serranus tortugarum
1648,Serranus tortugarum,40,St. Eustatius,9,m,10.87650602,97.88855418,Serranus tortugarum
1649,Serranus tortugarum,50,St. Eustatius,60,m,15.20421053,912.2526318,Serranus tortugarum
1650,Serranus tortugarum,60,Roatan,1,m,1.893617021,1.893617021,Serranus tortugarum
1651,Serranus tortugarum,60,St. Eustatius,25,m,6.826086957,170.6521739,Serranus tortugarum
1652,Serranus tortugarum,70,Bonaire,2,m,2.085070543,4.170141086,Serranus tortugarum
1653,Serranus tortugarum,70,St. Eustatius,1,m,5.971062422,5.971062422,Serranus tortugarum
1654,Serranus tortugarum,80,Bonaire,3,m,1.181725224,3.545175672,Serranus tortugarum
1655,Serranus tortugarum,80,Roatan,7,m,2.472222222,17.30555555,Serranus tortugarum
1656,Serranus tortugarum,80,St. Eustatius,18,m,3.768327681,67.82989826,Serranus tortugarum
1657,Serranus tortugarum,90,St. Eustatius,1,m,1,1,Serranus tortugarum
1658,Sparisoma atomarium,10,Roatan,1,m,2.225,2.225,Sparisoma atomarium
1659,Sparisoma atomarium,20,Roatan,1,m,1.934782609,1.934782609,Sparisoma atomarium
1660,Sparisoma atomarium,40,Roatan,4,m,1.1125,4.45,Sparisoma atomarium
1661,Sparisoma atomarium,60,Roatan,1,m,1.893617021,1.893617021,Sparisoma atomarium
1662,Sparisoma aurofrenatum,10,Roatan,53,m,2.225,117.925,Sparisoma aurofrenatum
1663,Sparisoma aurofrenatum,20,Roatan,6,m,1.934782609,11.60869565,Sparisoma aurofrenatum
1664,Sparisoma aurofrenatum,30,Roatan,9,m,1.034883721,9.313953489,Sparisoma aurofrenatum
1665,Sparisoma aurofrenatum,40,Roatan,8,m,1.1125,8.9,Sparisoma aurofrenatum
1666,Sparisoma aurofrenatum,40,St. Eustatius,2,m,10.87650602,21.75301204,Sparisoma aurofrenatum
1667,Sparisoma aurofrenatum,50,Roatan,9,m,1.390625,12.515625,Sparisoma aurofrenatum
1668,Sparisoma aurofrenatum,60,Roatan,6,m,1.893617021,11.36170213,Sparisoma aurofrenatum
1669,Sparisoma aurofrenatum,70,Roatan,1,m,2.656716418,2.656716418,Sparisoma aurofrenatum
1670,Sparisoma aurofrenatum,70,St. Eustatius,1,m,5.971062422,5.971062422,Sparisoma aurofrenatum
1671,Sparisoma chrysopterum,10,Roatan,4,m,2.225,8.9,Sparisoma chrysopterum
1672,Sparisoma rubripinne,10,Roatan,1,m,2.225,2.225,Sparisoma rubripinne
1673,Sparisoma viride,10,Roatan,28,m,2.225,62.3,Sparisoma viride
1674,Sparisoma viride,20,Roatan,6,m,1.934782609,11.60869565,Sparisoma viride
1675,Sparisoma viride,30,Roatan,2,m,1.034883721,2.069767442,Sparisoma viride
1676,Sparisoma viride,40,Bonaire,1,m,1.139215137,1.139215137,Sparisoma viride
1677,Sparisoma viride,40,Roatan,1,m,1.1125,1.1125,Sparisoma viride
1678,Sparisoma viride,40,St. Eustatius,2,m,10.87650602,21.75301204,Sparisoma viride
1679,Sparisoma viride,50,Bonaire,1,m,0.999995899,0.999995899,Sparisoma viride
1680,Sparisoma viride,60,Bonaire,1,m,2.016114097,2.016114097,Sparisoma viride
1681,Sparisoma viride,60,Roatan,1,m,1.893617021,1.893617021,Sparisoma viride
1682,Sphoeroides dorsalis,180,St. Eustatius,1,m,4.174566474,4.174566474,Sphoeroides dorsalis
1683,Sphoeroides dorsalis,200,St. Eustatius,1,m,3.862032086,3.862032086,Sphoeroides dorsalis
1684,Sphoeroides dorsalis,220,St. Eustatius,1,m,5.980952381,5.980952381,Sphoeroides dorsalis
1685,Sphoeroides dorsalis,230,St. Eustatius,1,m,2.26572549,2.26572549,Sphoeroides dorsalis
1686,Sphyraena barracuda,40,Bonaire,1,m,1.139215137,1.139215137,Sphyraena barracuda
1687,Sphyraena barracuda,40,Roatan,1,m,1.1125,1.1125,Sphyraena barracuda
1688,Sphyraena barracuda,50,St. Eustatius,1,m,15.20421053,15.20421053,Sphyraena barracuda
1689,Sphyraena barracuda,60,Roatan,1,m,1.893617021,1.893617021,Sphyraena barracuda
1690,Sphyraena barracuda,80,St. Eustatius,1,m,3.768327681,3.768327681,Sphyraena barracuda
1691,Sphyraena barracuda,90,Roatan,2,m,2.966666667,5.933333334,Sphyraena barracuda
1692,Sphyraena barracuda,100,St. Eustatius,2,m,1.546301253,3.092602506,Sphyraena barracuda
1693,Sphyraena barracuda,120,St. Eustatius,1,m,3.838426787,3.838426787,Sphyraena barracuda
1694,Sphyraena barracuda,160,St. Eustatius,1,m,4.342754059,4.342754059,Sphyraena barracuda
1695,Sphyraenops bairdianus,260,Curacao,4,m,2.855374707,11.42149883,Sphyraenops bairdianus
1696,Sphyraenops bairdianus,280,Curacao,2,m,3.295256757,6.590513514,Sphyraenops bairdianus
1697,Stegastes diencaeus,10,Roatan,105,m,2.225,233.625,Stegastes diencaeus
1698,Stegastes partitus,10,Roatan,133,m,2.225,295.925,Stegastes partitus
1699,Stegastes partitus,20,Roatan,36,m,1.934782609,69.65217392,Stegastes partitus
1700,Stegastes partitus,30,Roatan,9,m,1.034883721,9.313953489,Stegastes partitus
1701,Stegastes partitus,40,Bonaire,25,m,1.139215137,28.48037843,Stegastes partitus
1702,Stegastes partitus,40,Curacao,19,m,1.139215137,21.6450876,Stegastes partitus
1703,Stegastes partitus,40,Roatan,32,m,1.1125,35.6,Stegastes partitus
1704,Stegastes partitus,40,St. Eustatius,44,m,10.87650602,478.5662649,Stegastes partitus
1705,Stegastes partitus,50,Bonaire,45,m,0.999995899,44.99981546,Stegastes partitus
1706,Stegastes partitus,50,Curacao,18,m,0.999995899,17.99992618,Stegastes partitus
1707,Stegastes partitus,50,Roatan,5,m,1.390625,6.953125,Stegastes partitus
1708,Stegastes partitus,50,St. Eustatius,210,m,15.20421053,3192.884211,Stegastes partitus
1709,Stegastes partitus,60,Bonaire,23,m,2.016114097,46.37062423,Stegastes partitus
1710,Stegastes partitus,60,Curacao,5,m,2.016114097,10.08057049,Stegastes partitus
1711,Stegastes partitus,60,Roatan,1,m,1.893617021,1.893617021,Stegastes partitus
1712,Stegastes partitus,70,Bonaire,3,m,2.085070543,6.255211629,Stegastes partitus
1713,Stegastes planifrons,10,Roatan,183,m,2.225,407.175,Stegastes planifrons
1714,Stegastes planifrons,20,Roatan,9,m,1.934782609,17.41304348,Stegastes planifrons
1715,Stegastes variabilis,10,Roatan,2,m,2.225,4.45,Stegastes variabilis
1716,Stegastes variabilis,20,Roatan,15,m,1.934782609,29.02173914,Stegastes variabilis
1717,Stegastes variabilis,30,Roatan,7,m,1.034883721,7.244186047,Stegastes variabilis
1718,Stegastes viride,10,Roatan,1,m,2.225,2.225,Sparisoma viride
1719,Stegastes xanthurus,30,Roatan,3,m,1.034883721,3.104651163,Stegastes xanthurus
1720,Stegastes xanthurus,40,Roatan,1,m,1.1125,1.1125,Stegastes xanthurus
1721,Syacium gunteri,170,Bonaire,1,m,1.172632844,1.172632844,Syacium gunteri
1722,Symphysanodon berryi,120,Curacao,1,m,1.127104229,1.127104229,Symphysanodon berryi
1723,Symphysanodon berryi,150,Curacao,1,m,1.188927353,1.188927353,Symphysanodon berryi
1724,Symphysanodon berryi,160,Curacao,5,m,1.212877394,6.06438697,Symphysanodon berryi
1725,Symphysanodon berryi,180,Curacao,3,m,1.724533239,5.173599717,Symphysanodon berryi
1726,Symphysanodon berryi,190,Curacao,5,m,1.643187332,8.21593666,Symphysanodon berryi
1727,Symphysanodon berryi,200,Curacao,7,m,1.203301258,8.423108806,Symphysanodon berryi
1728,Symphysanodon berryi,200,Roatan,5,m,1.369230769,6.846153845,Symphysanodon berryi
1729,Symphysanodon berryi,210,Curacao,10,m,1.454078712,14.54078712,Symphysanodon berryi
1730,Symphysanodon berryi,220,Curacao,14,m,1.136560242,15.91184339,Symphysanodon berryi
1731,Symphysanodon berryi,220,Roatan,1,m,1.854166667,1.854166667,Symphysanodon berryi
1732,Symphysanodon berryi,230,Curacao,20,m,1.644295347,32.88590694,Symphysanodon berryi
1733,Symphysanodon berryi,230,Roatan,1,m,1.589285714,1.589285714,Symphysanodon berryi
1734,Symphysanodon berryi,230,St. Eustatius,1,m,2.26572549,2.26572549,Symphysanodon berryi
1735,Symphysanodon berryi,240,Curacao,14,m,2.350351807,32.9049253,Symphysanodon berryi
1736,Symphysanodon berryi,250,Curacao,14,m,3.051927409,42.72698373,Symphysanodon berryi
1737,Symphysanodon berryi,250,Roatan,13,m,1.034883721,13.45348837,Symphysanodon berryi
1738,Symphysanodon berryi,260,Curacao,4,m,2.855374707,11.42149883,Symphysanodon berryi
1739,Symphysanodon berryi,260,Roatan,20,m,1.126582278,22.53164556,Symphysanodon berryi
1740,Symphysanodon berryi,270,Curacao,3,m,3.382094313,10.14628294,Symphysanodon berryi
1741,Symphysanodon berryi,270,Roatan,1,m,1,1,Symphysanodon berryi
1742,Symphysanodon berryi,270,St. Eustatius,1,m,18.23737374,18.23737374,Symphysanodon berryi
1743,Symphysanodon berryi,280,Curacao,2,m,3.295256757,6.590513514,Symphysanodon berryi
1744,Symphysanodon berryi,280,Roatan,1,m,2.022727273,2.022727273,Symphysanodon berryi
1745,Symphysanodon berryi,290,Curacao,14,m,4.077742475,57.08839465,Symphysanodon berryi
1746,Symphysanodon berryi,290,Roatan,2,m,1.308823529,2.617647058,Symphysanodon berryi
1747,Symphysanodon berryi,300,Roatan,1,m,2.617647059,2.617647059,Symphysanodon berryi
1748,Symphysanodon octoactinus,140,Curacao,1,m,1.365335946,1.365335946,Symphysanodon octoactinus
1749,Symphysanodon octoactinus,150,Bonaire,6,m,1.188927353,7.133564118,Symphysanodon octoactinus
1750,Symphysanodon octoactinus,150,Curacao,10,m,1.188927353,11.88927353,Symphysanodon octoactinus
1751,Symphysanodon octoactinus,160,Bonaire,8,m,1.212877394,9.703019152,Symphysanodon octoactinus
1752,Symphysanodon octoactinus,160,Curacao,33,m,1.212877394,40.024954,Symphysanodon octoactinus
1753,Symphysanodon octoactinus,160,Roatan,4,m,1.618181818,6.472727272,Symphysanodon octoactinus
1754,Symphysanodon octoactinus,170,Curacao,43,m,1.172632844,50.42321229,Symphysanodon octoactinus
1755,Symphysanodon octoactinus,170,Roatan,15,m,1.022988506,15.34482759,Symphysanodon octoactinus
1756,Symphysanodon octoactinus,180,Curacao,21,m,1.724533239,36.21519802,Symphysanodon octoactinus
1757,Symphysanodon octoactinus,180,Roatan,26,m,2.870967742,74.64516129,Symphysanodon octoactinus
1758,Symphysanodon octoactinus,190,Curacao,7,m,1.643187332,11.50231132,Symphysanodon octoactinus
1759,Symphysanodon octoactinus,190,Roatan,7,m,1.934782609,13.54347826,Symphysanodon octoactinus
1760,Symphysanodon octoactinus,200,Curacao,6,m,1.203301258,7.219807548,Symphysanodon octoactinus
1761,Symphysanodon octoactinus,200,Roatan,22,m,1.369230769,30.12307692,Symphysanodon octoactinus
1762,Symphysanodon octoactinus,210,Curacao,4,m,1.454078712,5.816314848,Symphysanodon octoactinus
1763,Symphysanodon octoactinus,210,Roatan,20,m,2.119047619,42.38095238,Symphysanodon octoactinus
1764,Symphysanodon octoactinus,210,St. Eustatius,1,m,2.498961938,2.498961938,Symphysanodon octoactinus
1765,Symphysanodon octoactinus,220,Curacao,15,m,1.136560242,17.04840363,Symphysanodon octoactinus
1766,Symphysanodon octoactinus,220,Roatan,4,m,1.854166667,7.416666668,Symphysanodon octoactinus
1767,Symphysanodon octoactinus,230,Curacao,11,m,1.644295347,18.08724882,Symphysanodon octoactinus
1768,Symphysanodon octoactinus,230,Roatan,10,m,1.589285714,15.89285714,Symphysanodon octoactinus
1769,Symphysanodon octoactinus,240,Roatan,3,m,1.711538462,5.134615386,Symphysanodon octoactinus
1770,Symphysanodon octoactinus,250,Curacao,2,m,3.051927409,6.103854818,Symphysanodon octoactinus
1771,Symphysanodon octoactinus,250,Roatan,1,m,1.034883721,1.034883721,Symphysanodon octoactinus
1772,Symphysanodon octoactinus,260,Roatan,1,m,1.126582278,1.126582278,Symphysanodon octoactinus
