,species,dband,location,hab,abundance,m,COEF,X,abu.corr,species.fb
881,Flammeo marianus,140,St. Eustatius,deep,1,m,5.143874644,NA,5.143874644,Neoniphon marianus
882,Flammeo marianus,150,St. Eustatius,deep,1,m,3.366899767,NA,3.366899767,Neoniphon marianus
883,Foetorepus agassizii,240,Curacao,deep,1,m,2.350351807,NA,2.350351807,Foetorepus agassizii
884,Foetorepus agassizii,250,Curacao,deep,2,m,3.051927409,NA,6.103854818,Foetorepus agassizii
885,Foetorepus agassizii,280,Curacao,deep,3,m,3.295256757,NA,9.885770271,Foetorepus agassizii
886,Foetorepus agassizii,300,Curacao,deep,1,m,8.196605042,NA,8.196605042,Foetorepus agassizii
887,Gastropsetta frontalis,210,St. Eustatius,deep,1,m,2.498961938,NA,2.498961938,Gastropsetta frontalis
888,Gephyroberyx darwinii,160,Curacao,deep,1,m,1.212877394,NA,1.212877394,Gephyroberyx darwinii
275,Canthigaster rostrata,80,Roatan,shallow,107,m,2.472222222,80,264.5277778,Canthigaster rostrata
714,Clepticus parrae,80,Roatan,deep,101,m,2.472222222,80,249.6944444,Clepticus parrae
715,Clepticus parrae,80,Roatan,shallow,101,m,2.472222222,80,249.6944444,Clepticus parrae
975,Gramma melacara,80,Roatan,deep,33,m,2.472222222,80,81.58333333,Gramma melacara
893,Gephyroberyx darwinii,230,Curacao,deep,2,m,1.644295347,NA,3.288590694,Gephyroberyx darwinii
976,Gramma melacara,80,Roatan,shallow,33,m,2.472222222,80,81.58333333,Gramma melacara
474,Chaetodon striatus,80,Roatan,deep,20,m,2.472222222,80,49.44444444,Chaetodon striatus
896,Gephyroberyx darwinii,250,Curacao,deep,1,m,3.051927409,NA,3.051927409,Gephyroberyx darwinii
475,Chaetodon striatus,80,Roatan,shallow,20,m,2.472222222,80,49.44444444,Chaetodon striatus
752,Decapterus sp.,80,Roatan,deep,20,m,2.472222222,80,49.44444444,Decapterus macarellus
899,Gephyroberyx darwinii,260,Curacao,deep,2,m,2.855374707,NA,5.710749414,Gephyroberyx darwinii
753,Decapterus sp.,80,Roatan,shallow,20,m,2.472222222,80,49.44444444,Decapterus macarellus
858,Flammeo marianus,80,Roatan,deep,18,m,2.472222222,80,44.5,Neoniphon marianus
902,Gephyroberyx darwinii,270,Curacao,deep,5,m,3.382094313,NA,16.91047157,Gephyroberyx darwinii
903,Gephyroberyx darwinii,280,Curacao,deep,1,m,3.295256757,NA,3.295256757,Gephyroberyx darwinii
859,Flammeo marianus,80,Roatan,shallow,18,m,2.472222222,80,44.5,Neoniphon marianus
63,Antilligobius nikkiae,80,Roatan,deep,11,m,2.472222222,80,27.19444444,Antilligobius nikkiae
64,Antilligobius nikkiae,80,Roatan,shallow,11,m,2.472222222,80,27.19444444,Antilligobius nikkiae
1389,Lipogramma klayi,80,Roatan,deep,11,m,2.472222222,80,27.19444444,Lipogramma klayi
1390,Lipogramma klayi,80,Roatan,shallow,11,m,2.472222222,80,27.19444444,Lipogramma klayi
1070,Halichoeres garnoti,80,Roatan,deep,10,m,2.472222222,80,24.72222222,Halichoeres garnoti
1071,Halichoeres garnoti,80,Roatan,shallow,10,m,2.472222222,80,24.72222222,Halichoeres garnoti
1162,Holocentrus rufus,80,Roatan,deep,9,m,2.472222222,80,22.25,Holocentrus rufus
1163,Holocentrus rufus,80,Roatan,shallow,9,m,2.472222222,80,22.25,Holocentrus rufus
442,Chaetodon capistratus,80,Roatan,deep,7,m,2.472222222,80,17.30555555,Chaetodon capistratus
443,Chaetodon capistratus,80,Roatan,shallow,7,m,2.472222222,80,17.30555555,Chaetodon capistratus
2102,Serranus tortugarum,80,Roatan,deep,7,m,2.472222222,80,17.30555555,Serranus tortugarum
2103,Serranus tortugarum,80,Roatan,shallow,7,m,2.472222222,80,17.30555555,Serranus tortugarum
674,Chromis scotti,80,Roatan,deep,6,m,2.472222222,80,14.83333333,Chromis scotti
675,Chromis scotti,80,Roatan,shallow,6,m,2.472222222,80,14.83333333,Chromis scotti
1913,Pterois volitans,80,Roatan,deep,4,m,2.472222222,80,9.888888888,Pterois volitans
1914,Pterois volitans,80,Roatan,shallow,4,m,2.472222222,80,9.888888888,Pterois volitans
403,Cephalopholis cruentata,80,Roatan,deep,3,m,2.472222222,80,7.416666666,Cephalopholis cruentata
922,Gnatholepis thompsoni,80,Bonaire,deep,1,m,1.181725224,NA,1.181725224,Gnatholepis thompsoni
923,Gnatholepis thompsoni,80,St. Eustatius,deep,1,m,3.768327681,NA,3.768327681,Gnatholepis thompsoni
924,Gonioplectrus hispanus,100,Curacao,deep,1,m,1.379236425,NA,1.379236425,Gonioplectrus hispanus
925,Gonioplectrus hispanus,120,Curacao,deep,4,m,1.127104229,NA,4.508416916,Gonioplectrus hispanus
926,Gonioplectrus hispanus,130,Curacao,deep,9,m,1.303308391,NA,11.72977552,Gonioplectrus hispanus
927,Gonioplectrus hispanus,140,Curacao,deep,8,m,1.365335946,NA,10.92268757,Gonioplectrus hispanus
928,Gonioplectrus hispanus,150,Bonaire,deep,11,m,1.188927353,NA,13.07820088,Gonioplectrus hispanus
929,Gonioplectrus hispanus,150,Curacao,deep,13,m,1.188927353,NA,15.45605559,Gonioplectrus hispanus
930,Gonioplectrus hispanus,150,St. Eustatius,deep,1,m,3.366899767,NA,3.366899767,Gonioplectrus hispanus
931,Gonioplectrus hispanus,160,Bonaire,deep,2,m,1.212877394,NA,2.425754788,Gonioplectrus hispanus
932,Gonioplectrus hispanus,160,Curacao,deep,10,m,1.212877394,NA,12.12877394,Gonioplectrus hispanus
933,Gonioplectrus hispanus,170,Curacao,deep,5,m,1.172632844,NA,5.86316422,Gonioplectrus hispanus
934,Gonioplectrus hispanus,180,Curacao,deep,3,m,1.724533239,NA,5.173599717,Gonioplectrus hispanus
935,Gonioplectrus hispanus,200,Curacao,deep,2,m,1.203301258,NA,2.406602516,Gonioplectrus hispanus
404,Cephalopholis cruentata,80,Roatan,shallow,3,m,2.472222222,80,7.416666666,Cephalopholis cruentata
1272,Liopropoma mowbrayi,80,Roatan,deep,3,m,2.472222222,80,7.416666666,Liopropoma mowbrayi
938,Gonioplectrus hispanus,220,Curacao,deep,1,m,1.136560242,NA,1.136560242,Gonioplectrus hispanus
1273,Liopropoma mowbrayi,80,Roatan,shallow,3,m,2.472222222,80,7.416666666,Liopropoma mowbrayi
236,Canthigaster jamestyleri,80,Roatan,deep,2,m,2.472222222,80,4.944444444,Canthigaster jamestyleri
237,Canthigaster jamestyleri,80,Roatan,shallow,2,m,2.472222222,80,4.944444444,Canthigaster jamestyleri
458,Chaetodon sedentarius,80,Roatan,deep,2,m,2.472222222,80,4.944444444,Chaetodon sedentarius
459,Chaetodon sedentarius,80,Roatan,shallow,2,m,2.472222222,80,4.944444444,Chaetodon sedentarius
1972,Scarus taeniopterus,80,Roatan,deep,2,m,2.472222222,80,4.944444444,Scarus taeniopterus
945,Gramma linki,80,St. Eustatius,deep,2,m,3.768327681,NA,7.536655362,Gramma linki
1973,Scarus taeniopterus,80,Roatan,shallow,2,m,2.472222222,80,4.944444444,Scarus taeniopterus
2005,Serranus luciopercanus,80,Roatan,deep,2,m,2.472222222,80,4.944444444,Serranus luciopercanus
2006,Serranus luciopercanus,80,Roatan,shallow,2,m,2.472222222,80,4.944444444,Serranus luciopercanus
309,Carangoides ruber,80,Roatan,deep,1,m,2.472222222,80,2.472222222,Caranx ruber
950,Gramma linki,100,St. Eustatius,deep,2,m,1.546301253,NA,3.092602506,Gramma linki
310,Carangoides ruber,80,Roatan,shallow,1,m,2.472222222,80,2.472222222,Caranx ruber
790,Elacatinus chancei,80,Roatan,deep,1,m,2.472222222,80,2.472222222,Elacatinus chancei
953,Gramma linki,110,St. Eustatius,deep,2,m,1.300675371,NA,2.601350742,Gramma linki
791,Elacatinus chancei,80,Roatan,shallow,1,m,2.472222222,80,2.472222222,Elacatinus chancei
943,Gramma linki,80,Roatan,deep,1,m,2.472222222,80,2.472222222,Gramma linki
944,Gramma linki,80,Roatan,shallow,1,m,2.472222222,80,2.472222222,Gramma linki
957,Gramma loreto,40,Bonaire,deep,1,m,1.139215137,NA,1.139215137,Gramma loreto
958,Gramma loreto,40,Curacao,deep,13,m,1.139215137,NA,14.80979678,Gramma loreto
1027,Haemulon striatum,80,Roatan,deep,1,m,2.472222222,80,2.472222222,Haemulon striatum
1028,Haemulon striatum,80,Roatan,shallow,1,m,2.472222222,80,2.472222222,Haemulon striatum
961,Gramma loreto,50,Curacao,deep,7,m,0.999995899,NA,6.999971293,Gramma loreto
1108,Holacanthus ciliaris,80,Roatan,deep,1,m,2.472222222,80,2.472222222,Holacanthus ciliaris
1109,Holacanthus ciliaris,80,Roatan,shallow,1,m,2.472222222,80,2.472222222,Holacanthus ciliaris
964,Gramma loreto,60,Curacao,deep,7,m,2.016114097,NA,14.11279868,Gramma loreto
1799,Prognathodes aculeatus,80,Roatan,deep,1,m,2.472222222,80,2.472222222,Prognathodes aculeatus
1800,Prognathodes aculeatus,80,Roatan,shallow,1,m,2.472222222,80,2.472222222,Prognathodes aculeatus
1893,Ptereleotris helenae,80,Roatan,deep,1,m,2.472222222,80,2.472222222,Ptereleotris helenae
1894,Ptereleotris helenae,80,Roatan,shallow,1,m,2.472222222,80,2.472222222,Ptereleotris helenae
1594,Palatogobius incendius,90,Roatan,deep,438,m,2.966666667,90,1299.4,Palatogobius grandoculus
1595,Palatogobius incendius,90,Roatan,shallow,438,m,2.966666667,90,1299.4,Palatogobius grandoculus
278,Canthigaster rostrata,90,Roatan,deep,381,m,2.966666667,90,1130.3,Canthigaster rostrata
279,Canthigaster rostrata,90,Roatan,shallow,381,m,2.966666667,90,1130.3,Canthigaster rostrata
67,Antilligobius nikkiae,90,Roatan,deep,231,m,2.966666667,90,685.3000001,Antilligobius nikkiae
68,Antilligobius nikkiae,90,Roatan,shallow,231,m,2.966666667,90,685.3000001,Antilligobius nikkiae
1032,Haemulon striatum,90,Roatan,deep,165,m,2.966666667,90,489.5000001,Haemulon striatum
1033,Haemulon striatum,90,Roatan,shallow,165,m,2.966666667,90,489.5000001,Haemulon striatum
635,Chromis insolata,90,Roatan,deep,97,m,2.966666667,90,287.7666667,Chromis insolata
636,Chromis insolata,90,Roatan,shallow,97,m,2.966666667,90,287.7666667,Chromis insolata
1394,Lipogramma klayi,90,Roatan,deep,62,m,2.966666667,90,183.9333334,Lipogramma klayi
1395,Lipogramma klayi,90,Roatan,shallow,62,m,2.966666667,90,183.9333334,Lipogramma klayi
718,Clepticus parrae,90,Roatan,deep,55,m,2.966666667,90,163.1666667,Clepticus parrae
719,Clepticus parrae,90,Roatan,shallow,55,m,2.966666667,90,163.1666667,Clepticus parrae
983,Gymnothorax funebris,50,Bonaire,deep,1,m,0.999995899,NA,0.999995899,Gymnothorax funebris
984,Gymnothorax moringa,120,Bonaire,deep,1,m,1.127104229,NA,1.127104229,Gymnothorax moringa
985,Gymnothorax moringa,150,Bonaire,deep,1,m,1.188927353,NA,1.188927353,Gymnothorax moringa
986,Gymnothorax ocellatus,60,St. Eustatius,deep,1,m,6.826086957,NA,6.826086957,Gymnothorax ocellatus
987,Gymnothorax ocellatus,130,Bonaire,deep,1,m,1.303308391,NA,1.303308391,Gymnothorax ocellatus
988,Gymnothorax ocellatus,140,Bonaire,deep,1,m,1.365335946,NA,1.365335946,Gymnothorax ocellatus
989,Gymnothorax ocellatus,170,Bonaire,deep,2,m,1.172632844,NA,2.345265688,Gymnothorax ocellatus
990,Gymnothorax ocellatus,180,Bonaire,deep,2,m,1.724533239,NA,3.449066478,Gymnothorax ocellatus
991,Gymnothorax ocellatus,190,Bonaire,deep,1,m,1.643187332,NA,1.643187332,Gymnothorax ocellatus
977,Gramma melacara,90,Roatan,deep,50,m,2.966666667,90,148.3333334,Gramma melacara
978,Gramma melacara,90,Roatan,shallow,50,m,2.966666667,90,148.3333334,Gramma melacara
994,Haemulon chrysargyreum,110,Bonaire,deep,51,m,1.161185714,NA,59.22047141,Haemulon chrysargyreum
995,Haemulon chrysargyreum,140,Bonaire,deep,2,m,1.365335946,NA,2.730671892,Haemulon chrysargyreum
1277,Liopropoma mowbrayi,90,Roatan,deep,30,m,2.966666667,90,89.00000001,Liopropoma mowbrayi
1278,Liopropoma mowbrayi,90,Roatan,shallow,30,m,2.966666667,90,89.00000001,Liopropoma mowbrayi
863,Flammeo marianus,90,Roatan,deep,29,m,2.966666667,90,86.03333334,Neoniphon marianus
864,Flammeo marianus,90,Roatan,shallow,29,m,2.966666667,90,86.03333334,Neoniphon marianus
678,Chromis scotti,90,Roatan,deep,21,m,2.966666667,90,62.30000001,Chromis scotti
1001,Haemulon flavolineatum,50,Bonaire,deep,2,m,0.999995899,NA,1.999991798,Haemulon flavolineatum
1002,Haemulon flavolineatum,50,Curacao,deep,2,m,0.999995899,NA,1.999991798,Haemulon flavolineatum
679,Chromis scotti,90,Roatan,shallow,21,m,2.966666667,90,62.30000001,Chromis scotti
1915,Pterois volitans,90,Roatan,deep,21,m,2.966666667,90,62.30000001,Pterois volitans
1005,Haemulon flavolineatum,60,Bonaire,deep,3,m,2.016114097,NA,6.048342291,Haemulon flavolineatum
1006,Haemulon flavolineatum,60,Curacao,deep,5,m,2.016114097,NA,10.08057049,Haemulon flavolineatum
1916,Pterois volitans,90,Roatan,shallow,21,m,2.966666667,90,62.30000001,Pterois volitans
1165,Holocentrus rufus,90,Roatan,deep,18,m,2.966666667,90,53.40000001,Holocentrus rufus
1009,Haemulon flavolineatum,70,Curacao,deep,4,m,2.085070543,NA,8.340282172,Haemulon flavolineatum
1166,Holocentrus rufus,90,Roatan,shallow,18,m,2.966666667,90,53.40000001,Holocentrus rufus
2009,Serranus luciopercanus,90,Roatan,deep,8,m,2.966666667,90,23.73333334,Serranus luciopercanus
1012,Haemulon flavolineatum,80,Bonaire,deep,1,m,1.181725224,NA,1.181725224,Haemulon flavolineatum
2010,Serranus luciopercanus,90,Roatan,shallow,8,m,2.966666667,90,23.73333334,Serranus luciopercanus
444,Chaetodon capistratus,90,Roatan,deep,6,m,2.966666667,90,17.8,Chaetodon capistratus
445,Chaetodon capistratus,90,Roatan,shallow,6,m,2.966666667,90,17.8,Chaetodon capistratus
239,Canthigaster jamestyleri,90,Roatan,deep,5,m,2.966666667,90,14.83333334,Canthigaster jamestyleri
240,Canthigaster jamestyleri,90,Roatan,shallow,5,m,2.966666667,90,14.83333334,Canthigaster jamestyleri
946,Gramma linki,90,Roatan,deep,5,m,2.966666667,90,14.83333334,Gramma linki
947,Gramma linki,90,Roatan,shallow,5,m,2.966666667,90,14.83333334,Gramma linki
1020,Haemulon striatum,50,Curacao,deep,1,m,0.999995899,NA,0.999995899,Haemulon striatum
1021,Haemulon striatum,60,Bonaire,deep,4,m,2.016114097,NA,8.064456388,Haemulon striatum
1022,Haemulon striatum,60,Curacao,deep,2,m,2.016114097,NA,4.032228194,Haemulon striatum
1023,Haemulon striatum,70,Curacao,deep,23,m,2.085070543,NA,47.95662249,Haemulon striatum
1074,Halichoeres garnoti,90,Roatan,deep,5,m,2.966666667,90,14.83333334,Halichoeres garnoti
1075,Halichoeres garnoti,90,Roatan,shallow,5,m,2.966666667,90,14.83333334,Halichoeres garnoti
1026,Haemulon striatum,80,Curacao,deep,3,m,1.181725224,NA,3.545175672,Haemulon striatum
1110,Holacanthus ciliaris,90,Roatan,deep,5,m,2.966666667,90,14.83333334,Holacanthus ciliaris
1111,Holacanthus ciliaris,90,Roatan,shallow,5,m,2.966666667,90,14.83333334,Holacanthus ciliaris
1029,Haemulon striatum,80,St. Eustatius,deep,4,m,3.768327681,NA,15.07331072,Haemulon striatum
1030,Haemulon striatum,90,Bonaire,deep,40,m,1.187769118,NA,47.51076472,Haemulon striatum
1031,Haemulon striatum,90,Curacao,deep,3,m,1.187769118,NA,3.563307354,Haemulon striatum
179,Bodianus pulchellus,90,Roatan,deep,4,m,2.966666667,90,11.86666667,Bodianus pulchellus
180,Bodianus pulchellus,90,Roatan,shallow,4,m,2.966666667,90,11.86666667,Bodianus pulchellus
1034,Haemulon striatum,100,Curacao,deep,1,m,1.379236425,NA,1.379236425,Haemulon striatum
408,Cephalopholis cruentata,90,Roatan,deep,4,m,2.966666667,90,11.86666667,Cephalopholis cruentata
409,Cephalopholis cruentata,90,Roatan,shallow,4,m,2.966666667,90,11.86666667,Cephalopholis cruentata
320,Caranx lugubris,90,Roatan,deep,3,m,2.966666667,90,8.900000001,Caranx lugubris
321,Caranx lugubris,90,Roatan,shallow,3,m,2.966666667,90,8.900000001,Caranx lugubris
1039,Haemulon striatum,120,Bonaire,deep,3,m,1.127104229,NA,3.381312687,Haemulon striatum
1360,Lipogramma flavescens,90,Roatan,deep,2,m,2.966666667,90,5.933333334,Lipogramma flavescens
1361,Lipogramma flavescens,90,Roatan,shallow,2,m,2.966666667,90,5.933333334,Lipogramma flavescens
2149,Sphyraena barracuda,90,Roatan,deep,2,m,2.966666667,90,5.933333334,Sphyraena barracuda
2150,Sphyraena barracuda,90,Roatan,shallow,2,m,2.966666667,90,5.933333334,Sphyraena barracuda
117,Apogon lachneri,90,Roatan,deep,1,m,2.966666667,90,2.966666667,Apogon lachneri
118,Apogon lachneri,90,Roatan,shallow,1,m,2.966666667,90,2.966666667,Apogon lachneri
1046,Haemulon vittata,60,Curacao,deep,2,m,2.016114097,NA,4.032228194,Haemulon vittatum
1047,Haemulon vittata,100,Curacao,deep,15,m,1.379236425,NA,20.68854638,Haemulon vittatum
1048,Halichoeres bathyphilus,80,Bonaire,deep,20,m,1.181725224,NA,23.63450448,Halichoeres bathyphilus
1049,Halichoeres bathyphilus,100,St. Eustatius,deep,1,m,1.546301253,NA,1.546301253,Halichoeres bathyphilus
1050,Halichoeres bathyphilus,110,Bonaire,deep,2,m,1.161185714,NA,2.322371428,Halichoeres bathyphilus
124,Apsilus dentatus,90,Roatan,deep,1,m,2.966666667,90,2.966666667,Apsilus dentatus
125,Apsilus dentatus,90,Roatan,shallow,1,m,2.966666667,90,2.966666667,Apsilus dentatus
191,Bodianus rufus,90,Roatan,deep,1,m,2.966666667,90,2.966666667,Bodianus rufus
1054,Halichoeres garnoti,40,Bonaire,deep,1,m,1.139215137,NA,1.139215137,Halichoeres garnoti
192,Bodianus rufus,90,Roatan,shallow,1,m,2.966666667,90,2.966666667,Bodianus rufus
451,Chaetodon ocellatus,90,Roatan,deep,1,m,2.966666667,90,2.966666667,Chaetodon ocellatus
1057,Halichoeres garnoti,40,St. Eustatius,deep,26,m,10.87650602,NA,282.7891565,Halichoeres garnoti
1058,Halichoeres garnoti,50,Bonaire,deep,9,m,0.999995899,NA,8.999963091,Halichoeres garnoti
452,Chaetodon ocellatus,90,Roatan,shallow,1,m,2.966666667,90,2.966666667,Chaetodon ocellatus
1471,Mycteroperca interstitialis,90,Roatan,deep,1,m,2.966666667,90,2.966666667,Mycteroperca interstitialis
1061,Halichoeres garnoti,50,St. Eustatius,deep,9,m,15.20421053,NA,136.8378948,Halichoeres garnoti
1062,Halichoeres garnoti,60,Bonaire,deep,2,m,2.016114097,NA,4.032228194,Halichoeres garnoti
1472,Mycteroperca interstitialis,90,Roatan,shallow,1,m,2.966666667,90,2.966666667,Mycteroperca interstitialis
1804,Prognathodes aculeatus,90,Roatan,deep,1,m,2.966666667,90,2.966666667,Prognathodes aculeatus
1065,Halichoeres garnoti,60,St. Eustatius,deep,1,m,6.826086957,NA,6.826086957,Halichoeres garnoti
1066,Halichoeres garnoti,70,Bonaire,deep,1,m,2.085070543,NA,2.085070543,Halichoeres garnoti
1805,Prognathodes aculeatus,90,Roatan,shallow,1,m,2.966666667,90,2.966666667,Prognathodes aculeatus
1975,Scarus taeniopterus,90,Roatan,deep,1,m,2.966666667,90,2.966666667,Scarus taeniopterus
1069,Halichoeres garnoti,70,St. Eustatius,deep,1,m,5.971062422,NA,5.971062422,Halichoeres garnoti
1976,Scarus taeniopterus,90,Roatan,shallow,1,m,2.966666667,90,2.966666667,Scarus taeniopterus
2316,Vomerogobius flavus,90,Roatan,deep,1,m,2.966666667,90,2.966666667,Vomerogobius flavus
1072,Halichoeres garnoti,80,St. Eustatius,deep,9,m,3.768327681,NA,33.91494913,Halichoeres garnoti
1073,Halichoeres garnoti,90,Bonaire,deep,1,m,1.187769118,NA,1.187769118,Halichoeres garnoti
2317,Vomerogobius flavus,90,Roatan,shallow,1,m,2.966666667,90,2.966666667,Vomerogobius flavus
282,Canthigaster rostrata,100,Roatan,deep,27,m,1.483333333,100,40.04999999,Canthigaster rostrata
1076,Halichoeres garnoti,90,St. Eustatius,deep,4,m,1,NA,4,Halichoeres garnoti
1077,Halichoeres garnoti,110,St. Eustatius,deep,2,m,1.300675371,NA,2.601350742,Halichoeres garnoti
283,Canthigaster rostrata,100,Roatan,shallow,27,m,1.483333333,100,40.04999999,Canthigaster rostrata
1281,Liopropoma mowbrayi,100,Roatan,deep,10,m,1.483333333,100,14.83333333,Liopropoma mowbrayi
1282,Liopropoma mowbrayi,100,Roatan,shallow,10,m,1.483333333,100,14.83333333,Liopropoma mowbrayi
72,Antilligobius nikkiae,100,Roatan,deep,9,m,1.483333333,100,13.35,Antilligobius nikkiae
73,Antilligobius nikkiae,100,Roatan,shallow,9,m,1.483333333,100,13.35,Antilligobius nikkiae
1398,Lipogramma klayi,100,Roatan,deep,9,m,1.483333333,100,13.35,Lipogramma klayi
1399,Lipogramma klayi,100,Roatan,shallow,9,m,1.483333333,100,13.35,Lipogramma klayi
866,Flammeo marianus,100,Roatan,deep,8,m,1.483333333,100,11.86666666,Neoniphon marianus
867,Flammeo marianus,100,Roatan,shallow,8,m,1.483333333,100,11.86666666,Neoniphon marianus
1087,Haptoclinus dropi,150,Curacao,deep,1,m,1.188927353,NA,1.188927353,Haptoclinus dropi
1088,Haptoclinus dropi,160,Curacao,deep,1,m,1.212877394,NA,1.212877394,Haptoclinus dropi
979,Gramma melacara,100,Roatan,deep,4,m,1.483333333,100,5.933333332,Gramma melacara
980,Gramma melacara,100,Roatan,shallow,4,m,1.483333333,100,5.933333332,Gramma melacara
1091,Hemanthias leptus,110,Curacao,deep,2,m,1.161185714,NA,2.322371428,Hemanthias leptus
1092,Hemanthias leptus,150,Bonaire,deep,3,m,1.188927353,NA,3.566782059,Hemanthias leptus
1093,Hemanthias leptus,180,Bonaire,deep,1,m,1.724533239,NA,1.724533239,Hemanthias leptus
639,Chromis insolata,100,Roatan,deep,3,m,1.483333333,100,4.449999999,Chromis insolata
640,Chromis insolata,100,Roatan,shallow,3,m,1.483333333,100,4.449999999,Chromis insolata
1821,Prognathodes guyanensis,100,Roatan,deep,3,m,1.483333333,100,4.449999999,Prognathodes guyanensis
